UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
6262,L53441,L,0.6304347826086953,0.6049382716049436,0.14493597206053555,0.6016483516483516,0.03952569169960474,0,No Failure
6263,L53442,L,0.6195652173912976,0.6049382716049436,0.2753201396973225,0.4065934065934066,0.04743083003952569,0,No Failure
6264,M21123,M,0.6195652173912976,0.6049382716049436,0.3084982537834692,0.3228021978021978,0.05533596837944664,0,No Failure
6265,L53444,L,0.6086956521739069,0.5802469135802468,0.21711292200232835,0.4848901098901099,0.06719367588932806,0,No Failure
6266,L53445,L,0.5978260869565162,0.5679012345679055,0.12514551804423757,0.5879120879120879,0.07509881422924901,0,No Failure
6267,L53446,L,0.5978260869565162,0.5802469135802468,0.11641443538998841,0.5906593406593406,0.08300395256916995,0,No Failure
6268,L53447,L,0.5978260869565162,0.5802469135802468,0.2339930151338766,0.4313186813186814,0.0909090909090909,0,No Failure
6269,L53448,L,0.6086956521739069,0.5925925925925952,0.260768335273574,0.40796703296703296,0.09881422924901186,0,No Failure
6270,M21129,M,0.6086956521739069,0.5925925925925952,0.16065192083818403,0.5412087912087912,0.1067193675889328,0,No Failure
6271,L53450,L,0.6086956521739069,0.5802469135802468,0.49650756693830045,0.2060439560439561,0.11857707509881422,0,No Failure
6272,M21131,M,0.6086956521739069,0.5925925925925952,0.31082654249126895,0.3502747252747253,0.12648221343873517,0,No Failure
6273,M21132,M,0.6304347826086953,0.6049382716049436,0.15192083818393487,0.6717032967032966,0.13833992094861658,0,No Failure
6274,L53453,L,0.6413043478260789,0.6296296296296333,0.31606519208381845,0.3447802197802198,0.15019762845849802,0,No Failure
6275,M21134,M,0.6413043478260789,0.6172839506172849,0.21827706635622823,0.3997252747252747,0.15810276679841895,0,No Failure
6276,L53455,L,0.6521739130434767,0.6296296296296333,0.26775320139697323,0.39010989010989017,0.16996047430830039,0,No Failure
6277,L53456,L,0.6413043478260789,0.6296296296296333,0.03783469150174623,0.8351648351648351,0.17786561264822134,0,No Failure
6278,L53457,L,0.6413043478260789,0.6296296296296333,0.17054714784633296,0.5054945054945055,0.18577075098814227,0,No Failure
6279,L53458,L,0.6413043478260789,0.6172839506172849,0.23282887077997672,0.4739010989010988,0.19367588932806323,0,No Failure
6280,L53459,L,0.6521739130434767,0.6296296296296333,0.1536670547147847,0.695054945054945,0.20158102766798416,0,No Failure
6281,M21140,M,0.6413043478260789,0.6172839506172849,0.20896391152502913,0.5123626373626373,0.20948616600790512,0,No Failure
6282,M21141,M,0.6521739130434767,0.6296296296296333,0.1670547147846333,0.5137362637362637,0.22134387351778656,0,No Failure
6283,M21142,M,0.6521739130434767,0.6296296296296333,0.1455180442374855,0.5714285714285714,0.23320158102766797,0,No Failure
6284,L53463,L,0.6521739130434767,0.6296296296296333,0.3207217694994179,0.35302197802197804,0.24505928853754938,0,No Failure
6285,M21144,M,0.6413043478260789,0.6296296296296333,0.32945285215366715,0.3777472527472528,0.25296442687747034,0,No Failure
6286,M21145,M,0.6413043478260789,0.6172839506172849,0.15017462165308504,0.581043956043956,0.26482213438735175,0,No Failure
6287,L53466,L,0.6304347826086953,0.6049382716049436,0.2578579743888243,0.4313186813186814,0.27667984189723316,0,No Failure
6288,M21147,M,0.6304347826086953,0.6049382716049436,0.18102444703143195,0.5123626373626373,0.2845849802371541,0,No Failure
6289,L53468,L,0.6195652173912976,0.5925925925925952,0.0867287543655414,0.6469780219780219,0.2964426877470355,0,No Failure
6290,L53469,L,0.6195652173912976,0.5925925925925952,0.04656577415599539,0.7912087912087912,0.3043478260869565,0,No Failure
6291,L53470,L,0.6195652173912976,0.5925925925925952,0.44470314318975557,0.2458791208791209,0.31225296442687744,0,No Failure
6292,M21151,M,0.6304347826086953,0.5925925925925952,0.220605355064028,0.43956043956043955,0.3201581027667984,0,No Failure
6293,L53472,L,0.6195652173912976,0.5802469135802468,0.2596041909196741,0.3818681318681319,0.3320158102766798,0,No Failure
6294,H35707,H,0.6195652173912976,0.5802469135802468,0.20023282887077998,0.5645604395604394,0.33992094861660077,0,No Failure
6295,L53474,L,0.6304347826086953,0.5925925925925952,0.21012805587892902,0.4793956043956044,0.35968379446640314,0,No Failure
6296,H35709,H,0.6304347826086953,0.6049382716049436,0.35739231664726423,0.2898351648351648,0.3675889328063241,0,No Failure
6297,L53476,L,0.6195652173912976,0.5925925925925952,0.15192083818393487,0.489010989010989,0.38735177865612647,0,No Failure
6298,M21157,M,0.6304347826086953,0.5925925925925952,0.08207217694994184,0.7815934065934066,0.3952569169960474,0,No Failure
6299,L53478,L,0.6304347826086953,0.5925925925925952,0.15133876600698493,0.5535714285714285,0.40711462450592883,0,No Failure
6300,L53479,L,0.6413043478260789,0.6049382716049436,0.12630966239813746,0.6236263736263736,0.4150197628458498,0,No Failure
6301,L53480,L,0.6413043478260789,0.6172839506172849,0.2031431897555297,0.489010989010989,0.4229249011857707,0,No Failure
6302,M21161,M,0.6413043478260789,0.6049382716049436,0.23748544819557627,0.49175824175824184,0.43083003952569165,0,No Failure
6303,L53482,L,0.6413043478260789,0.6049382716049436,0.15657741559953442,0.6510989010989011,0.4426877470355731,0,No Failure
6304,H35717,H,0.6413043478260789,0.6049382716049436,0.16821885913853318,0.6414835164835164,0.450592885375494,0,No Failure
6305,L53484,L,0.6304347826086953,0.5925925925925952,0.21187427240977885,0.4629120879120879,0.4703557312252964,0,No Failure
6306,M21165,M,0.6304347826086953,0.5925925925925952,0.25320139697322475,0.39560439560439564,0.47826086956521735,0,No Failure
6307,L53486,L,0.6195652173912976,0.5802469135802468,0.2299185098952271,0.42032967032967034,0.49011857707509876,0,No Failure
6308,L53487,L,0.6195652173912976,0.5679012345679055,0.26135040745052396,0.4217032967032967,0.4980237154150197,0,No Failure
6309,M21168,M,0.5978260869565162,0.5432098765432158,0.30151338766006985,0.3173076923076923,0.5059288537549407,0,No Failure
6310,L53489,L,0.6086956521739069,0.5555555555555571,0.12456344586728763,0.6401098901098901,0.5177865612648221,0,No Failure
6311,L53490,L,0.6086956521739069,0.5432098765432158,0.5366705471478465,0.19230769230769235,0.525691699604743,0,No Failure
6312,L53491,L,0.6086956521739069,0.5679012345679055,0.1618160651920839,0.559065934065934,0.533596837944664,0,No Failure
6313,M21172,M,0.6086956521739069,0.5555555555555571,0.2124563445867288,0.4711538461538462,0.541501976284585,0,No Failure
6314,L53493,L,0.6086956521739069,0.5679012345679055,0.15832363213038425,0.6016483516483516,0.5533596837944663,0,No Failure
6315,M21174,M,0.6195652173912976,0.5802469135802468,0.3637951105937137,0.29120879120879123,0.5612648221343873,0,No Failure
6316,M21175,M,0.6195652173912976,0.5802469135802468,0.2031431897555297,0.581043956043956,0.5731225296442687,0,No Failure
6317,L53496,L,0.6086956521739069,0.5802469135802468,0.21885913853317818,0.44230769230769235,0.5849802371541502,0,No Failure
6318,L53497,L,0.6086956521739069,0.5679012345679055,0.08905704307334117,0.618131868131868,0.592885375494071,0,No Failure
6319,M21178,M,0.6086956521739069,0.5679012345679055,0.1443538998835856,0.6469780219780219,0.6007905138339921,0,No Failure
6320,L53499,L,0.5978260869565162,0.5555555555555571,0.20139697322467986,0.4972527472527473,0.6126482213438734,0,No Failure
6321,M21180,M,0.5978260869565162,0.5555555555555571,0.07916181606519213,0.6689560439560439,0.6205533596837944,0,No Failure
6322,L53501,L,0.5869565217391255,0.5555555555555571,0.06868451688009314,0.8392857142857143,0.6324110671936758,0,No Failure
6323,M21182,M,0.5869565217391255,0.5432098765432158,0.18335273573923172,0.5,0.6403162055335968,0,No Failure
6324,L53503,L,0.5869565217391255,0.5432098765432158,0.10651920838183937,0.5920329670329669,0.6521739130434783,0,No Failure
6325,M21184,M,0.5869565217391255,0.5432098765432158,0.11583236321303847,0.6703296703296703,0.6600790513833992,0,No Failure
6326,L53505,L,0.5869565217391255,0.5432098765432158,0.3218859138533178,0.3914835164835165,0.6719367588932806,0,No Failure
6327,L53506,L,0.5760869565217348,0.5308641975308674,0.1670547147846333,0.5027472527472526,0.6798418972332015,0,No Failure
6328,L53507,L,0.5760869565217348,0.5308641975308674,0.1495925494761351,0.6277472527472527,0.6877470355731224,0,No Failure
6329,L53508,L,0.5869565217391255,0.5308641975308674,0.29336437718277075,0.3557692307692308,0.6956521739130435,0,No Failure
6330,M21189,M,0.5869565217391255,0.5308641975308674,0.2753201396973225,0.42307692307692313,0.7035573122529644,0,No Failure
6331,M21190,M,0.5652173913043441,0.5308641975308674,0.23981373690337604,0.45604395604395603,0.7154150197628458,0,No Failure
6332,H35745,H,0.5652173913043441,0.5308641975308674,0.19033760186263105,0.5989010989010989,0.7272727272727272,0,No Failure
6333,M21192,M,0.5652173913043441,0.518518518518519,0.48079161816065186,0.21978021978021983,0.7470355731225296,0,No Failure
6334,M21193,M,0.5543478260869534,0.518518518518519,0.14377182770663566,0.38461538461538464,0.758893280632411,0,No Failure
6335,M21194,M,0.5543478260869534,0.5061728395061778,0.32421420256111755,0.36538461538461536,0.7707509881422925,0,No Failure
6336,M21195,M,0.5543478260869534,0.5061728395061778,0.1525029103608848,0.5439560439560439,0.7826086956521738,0,No Failure
6337,L53516,L,0.5543478260869534,0.5061728395061778,0.13213038416763678,0.6085164835164835,0.7944664031620553,0,No Failure
6338,M21197,M,0.5543478260869534,0.5061728395061778,0.15541327124563453,0.5467032967032966,0.8023715415019762,0,No Failure
6339,L53518,L,0.5543478260869534,0.518518518518519,0.29860302677532014,0.34065934065934067,0.8142292490118577,0,No Failure
6340,L53519,L,0.5652173913043441,0.5308641975308674,0.16472642607683352,0.6153846153846153,0.8221343873517786,0,No Failure
6341,H35754,H,0.5652173913043441,0.518518518518519,0.13329452852153667,0.5782967032967032,0.8300395256916996,1,Tool Wear Failure
6342,M21201,M,0.5543478260869534,0.5061728395061778,0.14726426076833532,0.5961538461538461,0.0,0,No Failure
6343,M21202,M,0.5434782608695627,0.5061728395061778,0.16065192083818403,0.5247252747252746,0.011857707509881422,0,No Failure
6344,L53523,L,0.5326086956521721,0.5061728395061778,0.3835855646100116,0.26373626373626374,0.023715415019762844,0,No Failure
6345,H35758,H,0.5326086956521721,0.5061728395061778,0.11990686845168808,0.603021978021978,0.03162055335968379,0,No Failure
6346,L53525,L,0.5326086956521721,0.5061728395061778,0.280558789289872,0.3543956043956044,0.05138339920948616,0,No Failure
6347,L53526,L,0.5326086956521721,0.49382716049382935,0.06228172293364387,0.7815934065934066,0.05928853754940711,0,No Failure
6348,L53527,L,0.5326086956521721,0.49382716049382935,0.14726426076833532,0.5604395604395604,0.06719367588932806,0,No Failure
6349,L53528,L,0.5326086956521721,0.5061728395061778,0.22642607683352745,0.41208791208791207,0.07509881422924901,0,No Failure
6350,L53529,L,0.5217391304347814,0.5061728395061778,0.19674039580908043,0.4313186813186814,0.08300395256916995,0,No Failure
6351,L53530,L,0.5217391304347814,0.49382716049382935,0.11292200232828875,0.6222527472527473,0.0909090909090909,0,No Failure
6352,L53531,L,0.5108695652173907,0.49382716049382935,0.2176949941792783,0.5947802197802198,0.09881422924901186,0,No Failure
6353,L53532,L,0.5108695652173907,0.48148148148148806,0.190919674039581,0.4807692307692308,0.1067193675889328,0,No Failure
6354,M21213,M,0.5108695652173907,0.48148148148148806,0.18800931315483127,0.5247252747252746,0.11462450592885375,0,No Failure
6355,L53534,L,0.5217391304347814,0.48148148148148806,0.23108265424912688,0.4258241758241758,0.12648221343873517,0,No Failure
6356,L53535,L,0.5217391304347814,0.49382716049382935,0.18218859138533183,0.46840659340659335,0.13438735177865613,0,No Failure
6357,M21216,M,0.5217391304347814,0.49382716049382935,0.14668218859138538,0.6126373626373626,0.14229249011857706,0,No Failure
6358,L53537,L,0.5326086956521721,0.5061728395061778,0.13387660069848661,0.7005494505494505,0.1541501976284585,0,No Failure
6359,M21218,M,0.5326086956521721,0.5061728395061778,0.17345750873108268,0.5755494505494505,0.16205533596837943,0,No Failure
6360,L53539,L,0.5217391304347814,0.5061728395061778,0.1525029103608848,0.7266483516483516,0.17391304347826086,0,No Failure
6361,L53540,L,0.5217391304347814,0.49382716049382935,0.1589057043073342,0.4986263736263737,0.1818181818181818,0,No Failure
6362,M21221,M,0.5217391304347814,0.49382716049382935,0.10477299185098954,0.7348901098901098,0.18972332015810275,0,No Failure
6363,L53542,L,0.5108695652173907,0.48148148148148806,0.3317811408614669,0.34203296703296704,0.20158102766798416,0,No Failure
6364,M21223,M,0.5108695652173907,0.48148148148148806,0.2619324796274739,0.4450549450549451,0.20948616600790512,0,No Failure
6365,M21224,M,0.4999999999999929,0.48148148148148806,0.18684516880093138,0.5206043956043956,0.22134387351778656,0,No Failure
6366,M21225,M,0.4999999999999929,0.46913580246913966,0.14202561117578583,0.743131868131868,0.23320158102766797,0,No Failure
6367,M21226,M,0.4999999999999929,0.46913580246913966,0.5221187427240978,0.19642857142857145,0.24505928853754938,0,No Failure
6368,L53547,L,0.5108695652173907,0.48148148148148806,0.23457508731082655,0.4024725274725275,0.2569169960474308,0,No Failure
6369,M21228,M,0.5108695652173907,0.48148148148148806,0.1484284051222352,0.6167582417582418,0.26482213438735175,0,No Failure
6370,H35783,H,0.5108695652173907,0.46913580246913966,0.3568102444703144,0.2898351648351648,0.27667984189723316,0,No Failure
6371,L53550,L,0.5217391304347814,0.48148148148148806,0.08905704307334117,0.5920329670329669,0.2964426877470355,0,No Failure
6372,L53551,L,0.5217391304347814,0.48148148148148806,0.22002328288707806,0.4519230769230769,0.3043478260869565,0,No Failure
6373,M21232,M,0.5108695652173907,0.46913580246913966,0.41385331781140866,0.2554945054945055,0.31225296442687744,0,No Failure
6374,H35787,H,0.5108695652173907,0.46913580246913966,0.330034924330617,0.3447802197802198,0.32411067193675885,0,No Failure
6375,L53554,L,0.5108695652173907,0.46913580246913966,0.19674039580908043,0.4807692307692308,0.3438735177865612,0,No Failure
6376,H35789,H,0.5108695652173907,0.48148148148148806,0.26833527357392317,0.3914835164835165,0.3517786561264822,0,No Failure
6377,L53556,L,0.5108695652173907,0.48148148148148806,0.3061699650756694,0.34203296703296704,0.37154150197628455,0,No Failure
6378,L53557,L,0.5217391304347814,0.48148148148148806,0.21711292200232835,0.45604395604395603,0.3794466403162055,0,No Failure
6379,L53558,L,0.5108695652173907,0.48148148148148806,0.20139697322467986,0.5604395604395604,0.38735177865612647,0,No Failure
6380,L53559,L,0.5217391304347814,0.49382716049382935,0.1845168800931316,0.5782967032967032,0.3952569169960474,0,No Failure
6381,L53560,L,0.5326086956521721,0.5061728395061778,0.1525029103608848,0.7032967032967032,0.40316205533596833,0,No Failure
6382,L53561,L,0.5326086956521721,0.49382716049382935,0.35098952270081496,0.3200549450549451,0.4110671936758893,0,No Failure
6383,L53562,L,0.5326086956521721,0.5061728395061778,0.18218859138533183,0.5233516483516483,0.41897233201581024,0,No Failure
6384,H35797,H,0.5326086956521721,0.49382716049382935,0.18335273573923172,0.5494505494505494,0.4268774703557312,0,No Failure
6385,H35798,H,0.5217391304347814,0.48148148148148806,0.17171129220023285,0.5673076923076923,0.44664031620553357,0,No Failure
6386,L53565,L,0.5217391304347814,0.49382716049382935,0.14086146682188594,0.6112637362637362,0.46640316205533594,0,No Failure
6387,L53566,L,0.5326086956521721,0.49382716049382935,0.28405122235157165,0.4189560439560439,0.4743083003952569,0,No Failure
6388,M21247,M,0.5326086956521721,0.5061728395061778,0.1856810244470315,0.48626373626373637,0.48221343873517786,0,No Failure
6389,H35802,H,0.5434782608695627,0.518518518518519,0.19848661233993015,0.5879120879120879,0.49407114624505927,0,No Failure
6390,H35803,H,0.5434782608695627,0.518518518518519,0.29627473806752047,0.3612637362637363,0.5138339920948616,0,No Failure
6391,L53570,L,0.5434782608695627,0.5061728395061778,0.1641443538998837,0.7032967032967032,0.533596837944664,0,No Failure
6392,M21251,M,0.5326086956521721,0.49382716049382935,0.14260768335273577,0.5384615384615384,0.541501976284585,0,No Failure
6393,L53572,L,0.5217391304347814,0.49382716049382935,0.2980209545983702,0.41208791208791207,0.5533596837944663,0,No Failure
6394,L53573,L,0.5326086956521721,0.49382716049382935,0.2968568102444704,0.3667582417582418,0.5612648221343873,0,No Failure
6395,M21254,M,0.5326086956521721,0.49382716049382935,0.13969732246798605,0.5521978021978021,0.5691699604743082,0,No Failure
6396,M21255,M,0.5217391304347814,0.48148148148148806,0.12107101280558796,0.6634615384615384,0.5810276679841897,0,No Failure
6397,L53576,L,0.5108695652173907,0.48148148148148806,0.2083818393480792,0.5851648351648351,0.592885375494071,0,No Failure
6398,M21257,M,0.5108695652173907,0.48148148148148806,0.24388824214202565,0.39560439560439564,0.6007905138339921,0,No Failure
6399,L53578,L,0.5217391304347814,0.49382716049382935,0.10651920838183937,0.7472527472527473,0.6126482213438734,0,No Failure
6400,M21259,M,0.5217391304347814,0.48148148148148806,0.1938300349243307,0.46978021978021983,0.6205533596837944,0,No Failure
6401,L53580,L,0.5217391304347814,0.49382716049382935,0.25203725261932486,0.43956043956043955,0.6324110671936758,0,No Failure
6402,M21261,M,0.5108695652173907,0.48148148148148806,0.23573923166472643,0.4931318681318682,0.6403162055335968,0,No Failure
6403,M21262,M,0.5217391304347814,0.48148148148148806,0.24214202561117582,0.4519230769230769,0.6521739130434783,0,No Failure
6404,L53583,L,0.5217391304347814,0.48148148148148806,0.27997671711292205,0.4093406593406594,0.6640316205533596,0,No Failure
6405,M21264,M,0.5326086956521721,0.49382716049382935,0.008731082654249156,0.7912087912087912,0.6719367588932806,0,No Failure
6406,L53585,L,0.5217391304347814,0.49382716049382935,0.5721769499417929,0.18818681318681318,0.683794466403162,0,No Failure
6407,L53586,L,0.5326086956521721,0.5061728395061778,0.2083818393480792,0.5741758241758241,0.691699604743083,0,No Failure
6408,M21267,M,0.5434782608695627,0.518518518518519,0.2578579743888243,0.34615384615384615,0.6996047430830039,0,No Failure
6409,L53588,L,0.5434782608695627,0.518518518518519,0.25203725261932486,0.38324175824175827,0.7114624505928854,0,No Failure
6410,L53589,L,0.5434782608695627,0.5308641975308674,0.22817229336437728,0.5082417582417581,0.7193675889328063,0,No Failure
6411,L53590,L,0.5543478260869534,0.5432098765432158,0.21885913853317818,0.5233516483516483,0.7272727272727272,0,No Failure
6412,M21271,M,0.5543478260869534,0.5308641975308674,0.22817229336437728,0.5288461538461537,0.7351778656126482,0,No Failure
6413,L53592,L,0.5543478260869534,0.5308641975308674,0.1484284051222352,0.554945054945055,0.7470355731225296,0,No Failure
6414,L53593,L,0.5543478260869534,0.5432098765432158,0.2596041909196741,0.40796703296703296,0.7549407114624506,0,No Failure
6415,M21274,M,0.5543478260869534,0.5432098765432158,0.16821885913853318,0.42994505494505497,0.7628458498023715,0,No Failure
6416,L53595,L,0.5543478260869534,0.5432098765432158,0.1949941792782306,0.5274725274725275,0.7747035573122529,0,No Failure
6417,H35830,H,0.5543478260869534,0.5432098765432158,0.18393480791618166,0.46978021978021983,0.7826086956521738,0,No Failure
6418,L53597,L,0.5434782608695627,0.518518518518519,0.2165308498253784,0.49587912087912084,0.8023715415019762,0,No Failure
6419,H35832,H,0.5434782608695627,0.518518518518519,0.13795110593713622,0.6634615384615384,0.8102766798418972,0,No Failure
6420,H35833,H,0.5434782608695627,0.518518518518519,0.13154831199068684,0.5892857142857143,0.8300395256916996,1,Tool Wear Failure
6421,L53600,L,0.5434782608695627,0.518518518518519,0.20372526193247964,0.44780219780219777,0.0,0,No Failure
6422,L53601,L,0.5434782608695627,0.518518518518519,0.20896391152502913,0.5164835164835164,0.007905138339920948,0,No Failure
6423,L53602,L,0.5434782608695627,0.518518518518519,0.1216530849825379,0.7074175824175823,0.015810276679841896,0,No Failure
6424,M21283,M,0.5434782608695627,0.5308641975308674,0.21478463329452857,0.4629120879120879,0.023715415019762844,0,No Failure
6425,M21284,M,0.5434782608695627,0.5308641975308674,0.140279394644936,0.5412087912087912,0.035573122529644265,0,No Failure
6426,L53605,L,0.5434782608695627,0.518518518518519,0.130966239813737,0.7184065934065934,0.04743083003952569,0,No Failure
6427,L53606,L,0.5326086956521721,0.49382716049382935,0.1629802095459838,0.4532967032967033,0.05533596837944664,0,No Failure
6428,L53607,L,0.5326086956521721,0.5061728395061778,0.1455180442374855,0.6249999999999999,0.06324110671936758,0,No Failure
6429,M21288,M,0.5326086956521721,0.5061728395061778,0.33469150174621654,0.27884615384615385,0.07114624505928853,0,No Failure
6430,M21289,M,0.5326086956521721,0.5061728395061778,0.13154831199068684,0.5989010989010989,0.08300395256916995,0,No Failure
6431,L53610,L,0.5434782608695627,0.5061728395061778,0.20663562281722936,0.48626373626373637,0.09486166007905138,0,No Failure
6432,L53611,L,0.5326086956521721,0.5061728395061778,0.10768335273573926,0.7637362637362637,0.10276679841897232,0,No Failure
6433,M21292,M,0.5434782608695627,0.518518518518519,0.16239813736903386,0.5865384615384615,0.11067193675889328,0,No Failure
6434,L53613,L,0.5434782608695627,0.518518518518519,0.2339930151338766,0.41483516483516486,0.12252964426877469,0,No Failure
6435,M21294,M,0.5434782608695627,0.518518518518519,0.1897555296856811,0.4766483516483517,0.13043478260869565,0,No Failure
6436,L53615,L,0.5434782608695627,0.518518518518519,0.26367869615832373,0.41620879120879123,0.14229249011857706,0,No Failure
6437,L53616,L,0.5543478260869534,0.5308641975308674,0.3498253783469151,0.30631868131868134,0.15019762845849802,0,No Failure
6438,L53617,L,0.5543478260869534,0.5308641975308674,0.06635622817229336,0.8557692307692306,0.15810276679841895,0,No Failure
6439,L53618,L,0.5543478260869534,0.5308641975308674,0.24039580908032598,0.36401098901098905,0.1660079051383399,0,No Failure
6440,L53619,L,0.5760869565217348,0.5432098765432158,0.28405122235157165,0.396978021978022,0.17391304347826086,0,No Failure
6441,L53620,L,0.5760869565217348,0.5555555555555571,0.2793946449359721,0.38324175824175827,0.1818181818181818,0,No Failure
6442,L53621,L,0.5869565217391255,0.5555555555555571,0.2741559953434226,0.3791208791208791,0.18972332015810275,0,No Failure
6443,L53622,L,0.5869565217391255,0.5555555555555571,0.10477299185098954,0.7005494505494505,0.1976284584980237,0,No Failure
6444,L53623,L,0.5978260869565162,0.5679012345679055,0.21478463329452857,0.40521978021978017,0.20553359683794464,0,No Failure
6445,M21304,M,0.5978260869565162,0.5679012345679055,0.05937136204889415,0.7857142857142857,0.2134387351778656,0,No Failure
6446,L53625,L,0.5869565217391255,0.5679012345679055,0.2875436554132713,0.42032967032967034,0.225296442687747,0,No Failure
6447,M21306,M,0.5869565217391255,0.5679012345679055,0.1763678696158324,0.5,0.23320158102766797,0,No Failure
6448,L53627,L,0.5760869565217348,0.5432098765432158,0.09837019790454016,0.5769230769230769,0.24505928853754938,0,No Failure
6449,H35862,H,0.5869565217391255,0.5555555555555571,0.4126891734575088,0.2884615384615385,0.25296442687747034,0,No Failure
6450,L53629,L,0.5760869565217348,0.5555555555555571,0.20430733410942958,0.5604395604395604,0.2727272727272727,0,No Failure
6451,L53630,L,0.5760869565217348,0.5555555555555571,0.12223515715948785,0.5975274725274724,0.28063241106719367,0,No Failure
6452,L53631,L,0.5869565217391255,0.5555555555555571,0.3073341094295693,0.32554945054945056,0.2885375494071146,0,No Failure
6453,L53632,L,0.5869565217391255,0.5432098765432158,0.12107101280558796,0.6456043956043955,0.2964426877470355,0,No Failure
6454,L53633,L,0.5869565217391255,0.5555555555555571,0.37194412107101293,0.2802197802197802,0.3043478260869565,0,No Failure
6455,L53634,L,0.5869565217391255,0.5432098765432158,0.250291036088475,0.3983516483516483,0.31225296442687744,0,No Failure
6456,L53635,L,0.5869565217391255,0.5432098765432158,0.23108265424912688,0.5,0.3201581027667984,0,No Failure
6457,L53636,L,0.5869565217391255,0.5555555555555571,0.12747380675203734,0.6428571428571428,0.32806324110671936,0,No Failure
6458,L53637,L,0.5869565217391255,0.5308641975308674,0.13213038416763678,0.6071428571428571,0.3359683794466403,0,No Failure
6459,M21318,M,0.5760869565217348,0.5308641975308674,0.07799767171129224,0.8118131868131867,0.3438735177865612,0,No Failure
6460,M21319,M,0.5760869565217348,0.5308641975308674,0.13329452852153667,0.7060439560439561,0.3557312252964427,0,No Failure
6461,L53640,L,0.5760869565217348,0.5308641975308674,0.08440046565774162,0.6744505494505494,0.3675889328063241,0,No Failure
6462,L53641,L,0.5760869565217348,0.5308641975308674,0.19615832363213048,0.4409340659340659,0.37549407114624506,0,No Failure
6463,H35876,H,0.5760869565217348,0.5308641975308674,0.18335273573923172,0.5521978021978021,0.38339920948616596,0,No Failure
6464,H35877,H,0.5652173913043441,0.5308641975308674,0.11059371362048898,0.7774725274725274,0.40316205533596833,0,No Failure
6465,M21324,M,0.5652173913043441,0.518518518518519,0.330034924330617,0.3186813186813187,0.4229249011857707,0,No Failure
6466,M21325,M,0.5652173913043441,0.5061728395061778,0.1443538998835856,0.6140109890109889,0.43478260869565216,0,No Failure
6467,L53646,L,0.5543478260869534,0.49382716049382935,0.3329452852153668,0.37500000000000006,0.44664031620553357,0,No Failure
6468,L53647,L,0.5543478260869534,0.49382716049382935,0.3050058207217695,0.3241758241758242,0.45454545454545453,0,No Failure
6469,L53648,L,0.5652173913043441,0.5061728395061778,0.19732246798603037,0.5315934065934066,0.4624505928853755,0,No Failure
6470,M21329,M,0.5543478260869534,0.48148148148148806,0.20547147846332947,0.4285714285714286,0.4703557312252964,0,No Failure
6471,L53650,L,0.5543478260869534,0.48148148148148806,0.1228172293364378,0.6964285714285714,0.48221343873517786,0,No Failure
6472,L53651,L,0.5543478260869534,0.48148148148148806,0.20663562281722936,0.4766483516483517,0.49011857707509876,0,No Failure
6473,H35886,H,0.5543478260869534,0.48148148148148806,0.23457508731082655,0.4093406593406594,0.4980237154150197,0,No Failure
6474,H35887,H,0.5543478260869534,0.46913580246913966,0.220605355064028,0.6442307692307693,0.5177865612648221,0,No Failure
6475,M21334,M,0.5652173913043441,0.49382716049382935,0.1041909196740396,0.6936813186813185,0.5375494071146245,0,No Failure
6476,L53655,L,0.5652173913043441,0.49382716049382935,0.22817229336437728,0.3626373626373626,0.5494071146245059,0,No Failure
6477,L53656,L,0.5652173913043441,0.49382716049382935,0.1257275902211875,0.6153846153846153,0.5573122529644269,0,No Failure
6478,L53657,L,0.5652173913043441,0.49382716049382935,0.3917345750873108,0.28571428571428575,0.5652173913043478,0,No Failure
6479,L53658,L,0.5652173913043441,0.5061728395061778,0.28812572759022126,0.34752747252747257,0.5731225296442687,1,No Failure
6480,L53659,L,0.5760869565217348,0.5061728395061778,0.1455180442374855,0.5343406593406593,0.5810276679841897,0,No Failure
6481,L53660,L,0.5869565217391255,0.518518518518519,0.35331781140861473,0.31318681318681324,0.5889328063241106,0,No Failure
6482,L53661,L,0.5869565217391255,0.5061728395061778,0.13853317811408616,0.6126373626373626,0.5968379446640316,0,No Failure
6483,L53662,L,0.5760869565217348,0.518518518518519,0.1816065192083819,0.548076923076923,0.6047430830039525,0,No Failure
6484,L53663,L,0.5869565217391255,0.518518518518519,0.14202561117578583,0.5700549450549449,0.6126482213438734,0,No Failure
6485,H35898,H,0.5760869565217348,0.5061728395061778,0.43364377182770675,0.2568681318681319,0.6205533596837944,0,No Failure
6486,L53665,L,0.5760869565217348,0.5061728395061778,0.26833527357392317,0.46428571428571436,0.6403162055335968,0,No Failure
6487,L53666,L,0.5652173913043441,0.5061728395061778,0.44877764842840506,0.24175824175824173,0.6482213438735177,0,No Failure
6488,H35901,H,0.5760869565217348,0.5061728395061778,0.21711292200232835,0.4450549450549451,0.6561264822134387,0,No Failure
6489,L53668,L,0.5869565217391255,0.5061728395061778,0.09429569266589066,0.695054945054945,0.6758893280632411,0,No Failure
6490,M21349,M,0.5869565217391255,0.5061728395061778,0.18742724097788133,0.4807692307692308,0.683794466403162,0,No Failure
