Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure_Type_Encoded
2,303.4,311.7,0.3158726115168226,19.0,53,0,1
0,303.4,311.6,0.3158726115002107,42.8,58,0,1
0,303.5,311.6,0.3158726114982332,48.7,60,0,1
0,303.5,311.6,0.3158726114903828,46.5,62,1,0
0,303.6,311.7,0.3158726115029184,38.5,64,0,1
2,303.7,311.9,0.3158726114877191,52.7,66,1,0
1,303.7,312.0,0.3158726115236431,11.4,71,1,3
0,303.7,312.1,0.3158726114967659,45.9,74,0,1
1,303.7,312.0,0.3158726114937684,48.6,76,0,1
0,303.7,312.0,0.3158726115148371,22.5,79,0,1
1,303.6,312.0,0.3158726115074189,35.7,81,0,1
0,303.6,311.9,0.3158726114987444,50.1,84,0,1
0,303.6,312.0,0.3158726114854283,52.9,86,1,0
2,303.6,311.9,0.3158726115028147,37.1,88,0,1
0,303.5,311.9,0.3158726114888504,49.3,93,1,0
1,303.6,311.9,0.3158726115062611,36.0,95,0,1
1,303.6,312.0,0.3158726114962087,37.9,98,0,1
0,303.6,312.0,0.3158726114929007,50.3,101,0,1
0,303.6,312.0,0.3158726115132788,23.3,103,0,1
0,303.5,312.0,0.3158726115114414,25.8,105,0,1
0,303.5,312.1,0.3158726115016375,36.4,107,0,1
1,303.5,312.2,0.3158726115130444,23.6,109,0,1
2,303.6,312.2,0.3158726114912476,54.6,112,1,0
0,303.7,312.3,0.3158726115010218,38.9,117,0,1
0,303.7,312.4,0.3158726114939231,46.6,119,0,1
0,303.7,312.3,0.3158726114923333,45.9,121,0,1
0,303.8,312.5,0.3158726114909909,52.6,123,0,1
0,303.7,312.5,0.3158726115072585,36.0,125,0,1
0,303.9,312.6,0.3158726115072988,32.3,127,0,1
2,303.9,312.7,0.3158726114936906,50.0,129,0,1
0,303.8,312.6,0.3158726115044551,41.3,134,0,1
0,303.7,312.6,0.3158726114932986,44.1,136,0,1
2,303.7,312.6,0.3158726115011915,35.5,138,0,1
0,303.8,312.8,0.3158726115074587,35.8,143,0,1
0,303.8,312.8,0.3158726114967659,40.7,145,0,1
1,303.7,312.7,0.3158726114984903,48.5,147,0,1
2,303.7,312.7,0.3158726115038261,40.2,150,0,1
2,303.6,312.6,0.3158726115002697,40.2,155,0,1
0,303.6,312.6,0.3158726115094338,27.9,160,0,1
0,303.6,312.5,0.3158726114959254,49.0,162,0,1
0,303.5,312.4,0.3158726114928203,47.3,164,0,1
0,303.5,312.5,0.3158726114920038,46.1,166,0,1
0,303.5,312.5,0.3158726114977103,46.4,168,0,1
0,303.5,312.5,0.3158726114949811,42.2,170,0,1
1,303.5,312.5,0.3158726114896716,51.0,172,0,1
0,303.5,312.4,0.3158726115043119,32.7,175,0,1
1,303.5,312.4,0.3158726114863445,54.2,177,0,1
0,303.6,312.5,0.3158726115098123,31.4,180,0,1
0,303.7,312.6,0.3158726115064317,38.8,182,0,1
0,303.6,312.6,0.3158726115057831,33.6,184,0,1
2,303.6,312.5,0.3158726114915863,54.0,186,0,1
0,303.5,312.4,0.3158726115005622,36.5,191,0,1
0,303.5,312.3,0.3158726114939231,48.6,193,0,1
0,303.4,312.2,0.3158726115078517,32.7,195,0,1
1,303.4,312.1,0.3158726115003285,39.4,197,0,1
1,303.4,312.0,0.3158726115110449,28.4,200,0,1
0,303.4,311.9,0.3158726115021276,37.9,203,0,1
1,303.3,311.8,0.3158726115023948,40.6,205,0,1
0,303.4,311.8,0.3158726114936906,53.0,208,1,2
2,303.4,311.9,0.3158726115022883,33.2,210,0,1
0,303.4,312.0,0.3158726115015823,35.9,215,1,5
0,303.5,312.1,0.3158726115085346,30.8,0,0,1
1,303.6,312.1,0.3158726115163791,20.9,2,0,1
0,303.6,312.2,0.3158726115093288,30.7,5,0,1
1,303.6,312.1,0.3158726115066842,32.5,7,0,1
0,303.5,311.9,0.3158726114940002,45.6,10,0,1
0,303.5,311.9,0.3158726115038752,38.9,12,0,1
0,303.5,311.9,0.3158726114999731,38.7,14,0,1
0,303.4,311.8,0.3158726115003285,45.0,16,0,1
0,303.3,311.8,0.3158726115091876,30.6,18,0,1
0,303.4,311.8,0.3158726115206524,15.8,20,0,1
0,303.4,311.8,0.3158726114964192,58.9,22,0,1
0,303.5,311.9,0.3158726115012478,39.2,24,0,1
0,303.4,311.9,0.3158726114998533,38.2,26,0,1
0,303.5,312.0,0.3158726115112903,29.7,28,0,1
0,303.5,312.0,0.3158726114908185,54.5,30,1,0
0,303.5,312.0,0.3158726114962791,45.1,32,0,1
0,303.4,311.9,0.315872611491754,41.6,34,1,0
1,303.4,311.9,0.3158726115009649,42.2,36,0,1
1,303.4,311.9,0.3158726114950551,50.9,39,0,1
0,303.3,311.8,0.315872611486042,62.0,42,1,0
2,303.3,311.8,0.3158726115127243,27.7,44,0,1
2,303.3,311.8,0.3158726115075777,29.4,49,0,1
2,303.4,311.9,0.3158726114937684,50.0,54,0,1
0,303.4,311.9,0.3158726114842721,63.9,59,1,0
1,303.3,311.8,0.3158726114966277,44.9,61,0,1
1,303.3,311.8,0.3158726114997328,49.4,64,0,1
0,303.3,311.8,0.3158726115136588,24.5,67,0,1
1,303.4,311.8,0.3158726114861431,50.9,69,1,0
1,303.3,311.8,0.3158726115047382,33.3,72,0,1
1,303.3,311.8,0.3158726115030214,33.5,75,0,1
0,303.4,311.9,0.3158726114961382,44.6,78,0,1
2,303.5,312.0,0.3158726114933775,52.9,80,0,1
1,303.5,312.0,0.3158726114988704,42.9,85,0,1
0,303.5,312.0,0.3158726114966277,56.8,88,0,1
0,303.7,312.1,0.3158726114905579,51.8,90,1,0
0,303.7,312.2,0.3158726115063466,34.9,92,0,1
0,303.7,312.2,0.3158726114996117,34.0,94,0,1
0,303.7,312.2,0.3158726115040219,33.8,96,0,1
0,303.7,312.3,0.3158726114915863,46.2,98,0,1
1,303.6,312.3,0.3158726115093989,31.3,100,0,1
0,303.7,312.3,0.3158726115057831,37.4,103,0,1
0,303.7,312.3,0.3158726114893094,51.0,105,0,1
0,303.7,312.4,0.3158726115023417,38.6,107,0,1
1,303.6,312.4,0.3158726115006202,49.5,109,0,1
0,303.5,312.3,0.3158726115159721,21.1,112,0,1
0,303.5,312.1,0.3158726114871374,55.7,114,0,1
1,303.6,312.3,0.3158726115153368,22.3,116,0,1
0,303.6,312.3,0.3158726114973102,43.4,119,0,1
1,303.5,312.3,0.3158726115065584,34.8,121,0,1
0,303.6,312.4,0.3158726115120283,28.7,124,0,1
0,303.6,312.5,0.3158726114889427,54.1,126,0,1
0,303.6,312.4,0.3158726114949811,46.0,128,0,1
0,303.7,312.4,0.3158726115100813,26.5,130,0,1
1,303.7,312.4,0.3158726115068504,28.5,132,0,1
0,303.7,312.4,0.3158726115011351,40.1,135,0,1
0,303.7,312.4,0.3158726114861431,59.3,137,0,1
1,303.7,312.4,0.3158726114988075,38.8,139,0,1
0,303.8,312.5,0.3158726115063466,30.9,142,0,1
0,303.7,312.4,0.315872611509538,31.2,144,0,1
1,303.7,312.4,0.3158726115026059,37.4,146,0,1
1,303.7,312.4,0.3158726115029184,33.7,149,0,1
0,303.7,312.4,0.3158726114892182,51.0,152,0,1
2,303.7,312.5,0.3158726115015269,35.6,154,0,1
1,303.8,312.6,0.3158726115019112,41.9,159,0,1
1,303.8,312.6,0.315872611494077,47.1,162,0,1
0,303.7,312.5,0.3158726114980385,46.2,165,0,1
1,303.8,312.6,0.315872611508901,29.3,167,0,1
2,303.8,312.5,0.3158726115078129,28.0,170,0,1
2,303.8,312.5,0.3158726115110449,25.1,175,0,1
0,303.8,312.5,0.3158726114913327,45.7,180,0,1
0,303.7,312.5,0.3158726114992442,33.3,182,0,1
0,303.7,312.4,0.3158726115010785,39.2,184,0,1
0,303.7,312.5,0.3158726115068916,36.6,186,0,1
0,303.7,312.4,0.3158726115018022,43.9,188,0,1
1,303.7,312.3,0.3158726115112903,26.4,190,0,1
0,303.7,312.3,0.315872611515484,23.1,193,0,1
1,303.8,312.5,0.3158726114971075,44.3,195,0,1
2,303.8,312.5,0.3158726114970395,46.6,198,0,1
1,303.8,312.4,0.3158726115053817,33.4,203,0,1
1,303.7,312.4,0.3158726115072988,32.3,206,0,1
2,303.8,312.5,0.3158726115018022,38.0,209,0,1
2,303.6,312.4,0.3158726114979078,53.7,214,0,1
0,303.6,312.3,0.3158726115195009,17.7,219,0,1
0,303.6,312.4,0.315872611492659,41.9,221,0,1
1,303.6,312.3,0.315872611506809,32.4,223,0,1
0,303.6,312.3,0.3158726115062183,29.3,226,0,1
0,303.6,312.4,0.3158726115202625,16.8,0,0,1
2,303.6,312.4,0.3158726114991823,50.7,2,0,1
0,303.6,312.4,0.3158726114905579,53.1,7,0,1
2,303.6,312.4,0.3158726114962791,45.6,9,0,1
1,303.6,312.5,0.3158726115058271,33.7,14,0,1
1,303.6,312.5,0.3158726114978421,48.2,17,0,1
0,303.5,312.4,0.3158726114992442,43.7,20,0,1
1,303.5,312.4,0.3158726115057831,31.7,22,0,1
0,303.5,312.3,0.315872611508792,29.8,25,0,1
0,303.5,312.2,0.3158726115010218,37.1,27,0,1
1,303.5,312.3,0.3158726115052002,35.2,29,0,1
1,303.5,312.3,0.3158726115021814,41.7,32,0,1
2,303.5,312.3,0.3158726114924967,49.0,35,0,1
2,303.4,312.3,0.3158726115116795,27.9,40,0,1
1,303.4,312.2,0.3158726115036778,38.2,45,0,1
0,303.3,312.2,0.3158726114977103,40.7,48,0,1
0,303.3,312.2,0.3158726115007357,40.0,50,0,1
0,303.4,312.2,0.3158726114881956,69.4,52,1,3
0,303.4,312.3,0.3158726114830745,54.8,54,0,1
1,303.4,312.2,0.3158726115061752,35.7,56,0,1
1,303.4,312.2,0.3158726115164734,23.5,59,0,1
2,303.4,312.3,0.3158726115016375,42.1,62,0,1
0,303.4,312.3,0.3158726115087555,30.6,67,0,1
0,303.4,312.3,0.315872611500504,36.0,69,0,1
1,303.5,312.3,0.3158726115027628,33.3,71,0,1
0,303.5,312.3,0.3158726115047849,35.2,74,0,1
0,303.5,312.4,0.315872611488478,44.5,76,0,1
0,303.4,312.3,0.3158726115081209,33.9,78,0,1
1,303.3,312.1,0.3158726115092231,30.0,80,0,1
0,303.3,312.1,0.3158726114949811,44.7,83,0,1
2,303.4,312.2,0.3158726115033272,36.8,85,0,1
0,303.4,312.2,0.3158726115045972,35.8,90,0,1
0,303.4,312.3,0.3158726114991203,42.8,92,0,1
0,303.5,312.4,0.3158726114827404,70.6,94,1,3
0,303.4,312.3,0.3158726115026059,38.7,96,0,1
1,303.5,312.4,0.3158726115057831,30.1,98,0,1
0,303.6,312.5,0.3158726114829635,62.4,101,0,1
0,303.6,312.6,0.315872611500504,39.5,103,0,1
1,303.6,312.7,0.3158726115094338,31.5,105,0,1
0,303.5,312.6,0.3158726115056058,34.2,108,0,1
2,303.6,312.6,0.3158726114962791,42.0,110,0,1
1,303.6,312.7,0.3158726115115611,27.5,115,0,1
0,303.6,312.7,0.3158726114949811,44.1,118,0,1
1,303.7,312.7,0.315872611508348,31.7,120,0,1
0,303.7,312.7,0.3158726114932195,53.9,123,0,1
1,303.8,312.7,0.3158726115003871,41.7,125,0,1
1,303.8,312.7,0.3158726115033777,33.4,128,0,1
1,303.8,312.7,0.3158726115154212,20.2,131,0,1
0,303.8,312.7,0.3158726115053364,36.6,134,0,1
1,303.8,312.7,0.315872611491502,53.6,136,0,1
0,303.7,312.5,0.3158726115083855,26.1,139,0,1
0,303.7,312.6,0.315872611509538,29.1,141,0,1
1,303.8,312.5,0.3158726114908185,45.1,143,0,1
1,303.8,312.5,0.315872611521396,15.2,146,0,1
1,303.8,312.6,0.31587261151165,23.9,149,0,1
0,303.8,312.5,0.3158726115016925,47.0,152,0,1
0,303.8,312.6,0.3158726115106358,25.9,154,0,1
0,303.9,312.7,0.3158726114883841,62.3,156,0,1
0,303.9,312.7,0.3158726115125609,24.3,158,0,1
1,304.0,312.7,0.315872611497644,51.2,160,0,1
0,303.9,312.7,0.3158726115122555,24.4,163,0,1
0,303.9,312.7,0.3158726115056058,33.9,165,0,1
1,303.8,312.7,0.315872611490645,49.3,167,0,1
0,303.8,312.6,0.3158726115123674,28.1,170,0,1
0,303.9,312.6,0.3158726114955664,53.4,172,0,1
1,303.9,312.7,0.3158726114994899,43.3,174,0,1
0,303.9,312.7,0.3158726115019656,38.4,177,0,1
0,303.8,312.6,0.3158726115038752,36.0,179,0,1
0,303.8,312.7,0.3158726115135587,27.8,181,0,1
2,303.8,312.6,0.3158726115128588,24.9,183,0,1
0,303.8,312.7,0.3158726114979733,38.2,188,0,1
0,303.8,312.7,0.3158726114946833,41.7,190,0,1
0,303.7,312.7,0.3158726114955664,45.5,192,0,1
0,303.7,312.7,0.3158726114902066,56.8,194,1,2
0,303.7,312.7,0.3158726115026059,44.8,196,0,1
0,303.6,312.7,0.3158726114957824,47.7,198,0,1
1,303.7,312.7,0.3158726115060455,36.3,200,0,1
1,303.7,312.8,0.3158726115089371,31.8,203,0,1
1,303.7,312.8,0.3158726115035283,37.7,206,0,1
0,303.7,313.0,0.3158726115128588,24.3,209,0,1
0,303.8,313.1,0.3158726115143114,25.8,211,0,1
0,303.8,313.1,0.3158726114794595,58.7,213,1,2
1,303.8,313.0,0.3158726115122555,23.5,215,0,1
0,303.7,312.9,0.315872611500504,40.5,0,0,1
1,303.7,313.0,0.3158726114848026,54.4,2,0,1
0,303.8,313.1,0.3158726115226227,13.0,5,1,3
0,303.9,313.2,0.3158726115003285,37.4,7,0,1
0,303.9,313.2,0.3158726114930605,46.5,9,0,1
1,303.9,313.0,0.3158726114988704,41.0,11,0,1
0,303.8,312.9,0.3158726115042639,34.6,14,0,1
0,303.8,312.9,0.3158726115130707,23.7,16,0,1
1,303.5,312.6,0.3158726115072988,29.4,18,0,1
0,303.6,312.6,0.3158726115026059,39.8,21,0,1
1,303.6,312.8,0.3158726114936128,43.2,23,0,1
1,303.6,312.8,0.3158726115236215,11.4,26,1,3
1,303.6,312.8,0.3158726115132271,25.2,29,0,1
1,303.7,312.9,0.3158726115021814,41.3,32,0,1
0,303.7,312.8,0.3158726115134069,23.6,35,0,1
1,303.6,312.7,0.3158726115195763,17.6,37,0,1
0,303.7,312.8,0.3158726115066842,31.7,40,0,1
0,303.7,312.8,0.3158726114963492,51.3,42,0,1
0,303.7,312.8,0.315872611490645,46.3,44,0,1
1,303.7,312.9,0.3158726114968345,52.7,46,0,1
1,303.7,312.8,0.3158726114908185,47.3,49,0,1
0,303.8,312.9,0.3158726114966969,48.3,52,0,1
2,303.7,312.8,0.3158726114996724,42.8,54,0,1
0,303.7,312.8,0.3158726115016925,40.7,59,0,1
0,303.7,312.8,0.3158726115027628,38.3,61,0,1
1,303.7,312.8,0.3158726115069739,33.8,63,0,1
1,303.8,312.9,0.3158726115129652,27.8,66,0,1
1,303.8,312.9,0.3158726115052457,35.2,69,0,1
0,303.8,313.0,0.3158726114973773,38.6,72,0,1
0,303.9,313.0,0.3158726115113812,28.4,74,0,1
0,303.9,313.0,0.3158726114942299,47.5,76,0,1
0,303.9,313.0,0.3158726114993674,45.0,78,0,1
1,303.9,313.0,0.3158726115063892,36.6,80,0,1
1,304.0,313.1,0.3158726114982978,39.5,83,0,1
0,304.1,313.1,0.315872611503428,36.3,86,0,1
0,304.0,313.0,0.3158726114894004,61.1,88,0,1
0,304.0,313.1,0.3158726114939231,47.1,90,0,1
1,304.0,313.0,0.3158726115043597,34.5,92,0,1
0,303.9,313.1,0.3158726115071777,29.0,95,0,1
1,303.9,313.1,0.3158726114987444,42.8,97,0,1
0,303.9,313.2,0.3158726114992442,40.0,100,0,1
0,304.0,313.3,0.3158726114838415,54.6,102,0,1
1,303.9,313.2,0.315872611506809,29.3,104,0,1
1,303.9,313.2,0.3158726115065584,39.8,107,0,1
1,303.9,313.1,0.3158726114963492,48.3,110,0,1
1,303.8,313.0,0.3158726115011915,45.0,113,0,1
1,304.0,313.1,0.3158726115092584,31.4,116,0,1
0,304.0,313.1,0.3158726115038261,50.9,119,0,1
1,303.9,313.1,0.3158726115011915,41.1,121,0,1
1,304.0,313.2,0.3158726115003871,40.6,124,0,1
0,304.0,313.2,0.3158726115061752,37.8,127,0,1
1,304.1,313.2,0.3158726115048781,41.1,129,0,1
0,304.1,313.3,0.3158726115105396,28.5,132,0,1
2,304.1,313.3,0.3158726115090808,32.5,134,0,1
2,304.1,313.2,0.3158726115048781,34.6,139,0,1
0,304.0,313.2,0.3158726114859405,47.1,144,0,1
0,304.1,313.2,0.3158726115040706,35.8,146,0,1
0,304.1,313.2,0.3158726114984262,39.4,148,0,1
0,304.1,313.2,0.3158726114945331,47.5,150,0,1
1,304.1,313.2,0.3158726115009649,46.9,152,0,1
1,304.1,313.2,0.3158726114943819,42.4,155,0,1
1,304.1,313.3,0.3158726115087555,29.3,158,0,1
2,304.0,313.2,0.3158726114812545,68.6,161,1,3
2,304.0,313.1,0.3158726114986812,45.5,166,0,1
2,304.0,313.0,0.3158726115095034,30.4,171,0,1
0,303.9,313.0,0.3158726114991823,39.9,176,0,1
0,303.9,313.0,0.3158726114960675,48.4,178,0,1
0,303.8,312.9,0.3158726115011915,34.3,180,0,1
0,303.8,312.9,0.3158726115063466,35.7,182,0,1
2,303.8,312.9,0.3158726114918376,45.6,184,0,1
1,303.9,312.9,0.315872611495854,53.5,189,0,1
0,303.8,312.9,0.3158726114909048,49.9,192,0,1
0,303.9,312.9,0.3158726115018568,42.5,194,0,1
0,303.9,312.8,0.3158726114950551,47.9,196,0,1
0,304.0,312.8,0.3158726115027106,42.7,198,0,1
0,304.0,312.9,0.3158726114905579,62.5,200,1,2
0,304.0,312.9,0.3158726114858387,53.9,202,0,1
2,304.0,312.9,0.3158726115000922,46.6,0,0,1
0,304.0,313.0,0.3158726114941536,42.1,5,0,1
0,304.1,313.0,0.3158726115039243,37.2,7,0,1
0,304.1,313.1,0.3158726115031239,30.9,9,0,1
1,304.2,313.2,0.3158726114932986,50.5,11,0,1
1,304.3,313.3,0.3158726115026059,39.0,14,0,1
1,304.2,313.2,0.3158726114920038,48.7,17,0,1
1,304.2,313.1,0.315872611505871,31.1,20,0,1
2,304.2,313.0,0.3158726114966969,40.9,23,0,1
0,304.1,313.0,0.3158726114942299,45.3,28,0,1
1,304.0,313.0,0.3158726114975111,46.8,30,0,1
0,304.1,313.1,0.3158726115082348,34.6,33,0,1
0,304.1,313.2,0.3158726114908185,46.6,35,0,1
0,304.2,313.2,0.3158726114981685,44.9,37,0,1
0,304.3,313.3,0.3158726115118551,24.9,39,0,1
1,304.3,313.4,0.3158726114993059,43.8,41,0,1
1,304.2,313.4,0.3158726114944576,54.8,44,0,1
0,304.2,313.3,0.3158726114943819,51.6,47,0,1
1,304.1,313.3,0.3158726115000327,39.0,49,0,1
2,304.1,313.2,0.3158726115050628,43.4,52,0,1
0,304.1,313.1,0.3158726114872351,54.1,57,0,1
0,304.1,313.1,0.3158726115164169,20.8,59,0,1
1,304.0,313.0,0.315872611491754,56.0,61,0,1
0,304.0,313.0,0.3158726115026583,45.9,64,0,1
1,304.0,313.0,0.3158726115089371,28.2,66,0,1
0,304.0,313.1,0.3158726114982332,41.0,69,0,1
1,303.9,313.1,0.3158726114993674,47.2,71,0,1
1,303.9,313.2,0.3158726115041191,40.7,74,0,1
0,303.9,313.2,0.3158726114889427,48.2,77,0,1
1,303.9,313.2,0.315872611505871,40.6,79,0,1
1,304.0,313.3,0.3158726114947581,52.8,82,0,1
1,304.1,313.5,0.3158726114985541,45.8,85,0,1
1,304.1,313.5,0.3158726114957106,39.9,88,0,1
2,304.2,313.5,0.3158726115066842,32.2,91,0,1
0,304.2,313.4,0.3158726114977103,49.4,96,0,1
0,304.2,313.4,0.3158726114988704,40.2,98,0,1
0,304.2,313.5,0.3158726114964192,50.1,100,0,1
1,304.2,313.5,0.3158726114963492,47.2,102,0,1
1,304.1,313.4,0.3158726115014157,42.4,105,0,1
1,304.1,313.5,0.3158726115049244,33.6,108,0,1
0,304.1,313.4,0.3158726114935345,43.7,111,0,1
0,304.1,313.5,0.3158726114984903,44.6,113,0,1
0,304.1,313.4,0.315872611491502,56.6,115,0,1
0,304.0,313.3,0.3158726115014714,36.7,117,0,1
0,303.9,313.2,0.3158726115026059,44.4,119,0,1
0,303.9,313.3,0.3158726114931401,51.6,121,0,1
1,304.0,313.4,0.3158726114927398,45.8,123,0,1
1,304.0,313.5,0.3158726115105396,26.2,126,0,1
0,304.1,313.6,0.315872611503428,37.4,129,0,1
1,304.1,313.6,0.3158726114966277,43.7,131,0,1
0,304.1,313.6,0.3158726114921691,46.7,134,0,1
1,304.2,313.8,0.3158726114992442,44.9,136,0,1
1,304.2,313.7,0.3158726115187674,18.4,139,0,1
0,304.2,313.8,0.3158726114936906,53.9,142,0,1
0,304.1,313.6,0.3158726115060021,31.4,144,0,1
1,304.2,313.6,0.3158726115010785,33.4,146,0,1
0,304.2,313.6,0.3158726114944576,46.0,149,0,1
1,304.2,313.6,0.3158726114954214,43.7,151,0,1
0,304.2,313.6,0.3158726114984903,40.0,154,0,1
2,304.2,313.5,0.315872611508901,29.8,156,0,1
1,304.2,313.5,0.3158726115021814,41.3,161,0,1
1,304.2,313.5,0.3158726115034783,37.3,164,0,1
1,304.3,313.5,0.3158726114948327,48.1,167,0,1
0,304.3,313.5,0.3158726115126156,25.4,170,0,1
1,304.3,313.5,0.3158726115204063,15.1,172,0,1
0,304.2,313.4,0.3158726114961382,42.5,175,0,1
1,304.1,313.3,0.3158726115103124,28.3,177,0,1
0,304.2,313.3,0.3158726115083104,35.7,180,0,1
0,304.1,313.3,0.3158726114973773,43.9,182,0,1
0,304.1,313.3,0.3158726114947581,50.0,184,0,1
0,304.1,313.2,0.3158726115132012,25.8,186,0,1
0,304.1,313.3,0.3158726114964192,45.5,188,0,1
0,304.1,313.3,0.3158726115146345,24.5,190,0,1
0,304.2,313.4,0.3158726115106358,28.9,192,0,1
0,304.3,313.5,0.3158726114981685,36.7,194,0,1
1,304.3,313.6,0.3158726114997328,40.3,196,0,1
1,304.4,313.6,0.3158726115009649,38.9,199,0,1
1,304.3,313.6,0.3158726115048315,32.1,202,0,1
0,304.4,313.7,0.3158726115009078,35.0,205,1,5
0,304.4,313.6,0.3158726115040219,39.1,0,0,1
1,304.3,313.5,0.3158726115018022,42.0,2,0,1
0,304.4,313.7,0.3158726115058271,33.5,5,0,1
0,304.5,313.7,0.3158726115083855,32.9,7,0,1
0,304.4,313.6,0.3158726115048315,38.9,9,0,1
0,304.4,313.6,0.3158726115040706,38.4,11,0,1
0,304.4,313.6,0.3158726115007932,43.1,13,0,1
0,304.3,313.5,0.3158726114973773,41.5,15,0,1
0,304.3,313.5,0.3158726115050628,29.8,17,0,1
0,304.3,313.6,0.315872611494306,56.0,19,0,1
0,304.3,313.5,0.3158726115235341,12.7,21,0,1
0,304.2,313.4,0.315872611507379,31.7,23,0,1
0,304.2,313.4,0.3158726115040219,37.6,25,0,1
2,304.2,313.3,0.3158726115066004,37.3,27,0,1
0,304.2,313.4,0.3158726114993059,41.4,32,0,1
2,304.1,313.3,0.3158726114933775,49.6,34,0,1
0,304.1,313.3,0.3158726114978421,50.3,39,0,1
0,304.2,313.4,0.3158726114997932,44.0,41,0,1
0,304.1,313.2,0.3158726114961382,50.1,43,0,1
1,304.1,313.2,0.3158726115174643,18.9,45,0,1
0,304.2,313.3,0.3158726114981685,45.9,48,0,1
1,304.2,313.4,0.3158726115099138,23.5,50,0,1
1,304.3,313.4,0.3158726115065584,32.1,53,0,1
0,304.2,313.4,0.3158726114952023,43.4,56,0,1
2,304.2,313.5,0.3158726115029184,41.4,58,0,1
0,304.2,313.4,0.3158726115071777,32.7,63,0,1
2,304.1,313.4,0.3158726115093288,29.6,65,0,1
0,304.1,313.3,0.3158726114985541,39.9,70,0,1
1,304.1,313.3,0.3158726114991823,38.4,72,0,1
1,304.2,313.4,0.3158726114874296,54.5,75,0,1
0,304.2,313.4,0.3158726115107946,28.2,78,0,1
1,304.2,313.5,0.315872611510763,28.1,80,0,1
1,304.2,313.5,0.3158726114928203,47.8,83,0,1
0,304.2,313.4,0.3158726115107946,23.7,86,0,1
1,304.0,313.3,0.3158726115137085,27.1,88,0,1
2,304.0,313.1,0.315872611492659,53.2,91,0,1
2,304.0,313.2,0.3158726115013599,43.1,96,0,1
1,304.0,313.1,0.3158726114972428,42.8,101,0,1
0,304.0,313.2,0.3158726115047849,38.7,104,0,1
0,304.0,313.1,0.3158726115101477,28.7,106,0,1
0,303.9,313.1,0.3158726115048781,31.9,108,0,1
1,303.9,313.0,0.3158726115150356,22.5,110,0,1
0,304.0,313.0,0.3158726114933775,42.4,113,0,1
0,304.0,313.0,0.3158726115171928,21.1,115,0,1
0,304.0,313.0,0.3158726115214865,15.0,117,0,1
0,304.0,313.1,0.3158726115075381,35.7,119,0,1
0,304.0,313.2,0.3158726115068916,30.6,121,0,1
1,304.1,313.2,0.3158726114956386,46.9,123,0,1
0,304.1,313.2,0.3158726114973773,48.0,126,0,1
0,304.0,313.2,0.3158726114948327,46.0,128,0,1
0,303.9,313.1,0.3158726114855313,62.9,130,0,1
2,304.0,313.1,0.3158726114942299,39.8,132,0,1
1,303.9,313.1,0.3158726115083104,34.4,137,0,1
0,303.9,313.0,0.3158726115031749,36.8,140,0,1
2,303.9,313.0,0.3158726115013599,36.0,142,0,1
2,303.8,312.9,0.3158726115041191,35.8,147,0,1
0,303.8,312.8,0.3158726114957106,53.3,152,0,1
0,303.8,312.8,0.3158726115005622,40.0,154,0,1
0,303.8,312.8,0.3158726114948327,58.7,156,0,1
1,303.7,312.7,0.3158726114932986,47.3,158,0,1
0,303.7,312.7,0.3158726114880059,51.1,161,0,1
1,303.7,312.6,0.3158726115084229,30.5,163,0,1
0,303.7,312.7,0.3158726115167865,22.4,166,0,1
0,303.7,312.7,0.3158726114984262,43.3,168,0,1
2,303.7,312.6,0.3158726115098462,27.6,170,0,1
1,303.8,312.7,0.3158726114996724,41.3,175,0,1
0,303.8,312.7,0.315872611508159,29.3,178,0,1
1,303.8,312.7,0.3158726115007932,38.5,180,0,1
0,303.7,312.6,0.3158726114982978,42.5,183,0,1
0,303.7,312.5,0.3158726114960675,53.6,185,0,1
0,303.7,312.5,0.3158726114933775,45.7,187,0,1
1,303.7,312.6,0.3158726114957824,43.3,189,0,1
0,303.7,312.7,0.3158726115042157,37.2,192,0,1
1,303.7,312.7,0.3158726115021814,42.7,194,0,1
1,303.7,312.7,0.3158726114861431,51.8,197,0,1
1,303.8,312.8,0.3158726114951287,47.9,200,0,1
0,303.8,312.9,0.3158726115050169,37.2,203,0,1
0,303.8,313.0,0.3158726114907319,59.9,205,1,2
0,303.8,313.0,0.3158726115069328,32.9,207,0,1
0,303.9,313.0,0.3158726115066423,31.4,209,0,1
0,303.9,313.1,0.315872611508197,29.6,0,0,1
1,303.9,313.2,0.3158726114894004,47.2,2,0,1
0,303.9,313.2,0.3158726115050628,31.9,5,0,1
1,304.0,313.2,0.3158726114963492,53.9,7,0,1
0,303.9,313.0,0.3158726114938459,48.3,10,0,1
0,303.9,313.1,0.3158726114965584,41.1,12,0,1
1,303.9,313.1,0.3158726114887577,61.4,14,0,1
2,303.9,313.1,0.3158726115122836,26.7,17,0,1
1,303.8,313.1,0.3158726115188235,18.6,22,0,1
0,303.8,313.1,0.3158726114977763,42.2,25,0,1
0,303.6,312.9,0.3158726114920866,57.8,27,0,1
0,303.6,312.9,0.3158726114972428,45.3,29,0,1
0,303.7,312.9,0.3158726114979733,50.1,31,0,1
1,303.7,312.9,0.3158726115010218,41.0,33,0,1
0,303.8,313.1,0.3158726114931401,45.4,36,0,1
