Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],NF,HDA,OF,PF,RF,TWF,Target
0,0.6086956521739069,0.654320987654323,0.1942033789298521,0.1648351648351648,0.616600790513834,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6195652173912976,0.6666666666666714,0.1425238471483355,0.4368131868131868,0.6245059288537549,1.0,0.0,0.0,0.0,0.0,0.0,0
2,0.6304347826086953,0.6666666666666714,0.1430015888497053,0.353021978021978,0.6324110671936758,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.6304347826086953,0.6790123456790127,0.0980532307014692,0.6758241758241758,0.6521739130434783,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6304347826086953,0.6666666666666714,0.1094333261721891,0.5425824175824175,0.6640316205533596,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6304347826086953,0.6666666666666714,0.1742956182306397,0.2747252747252747,0.6719367588932806,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6195652173912976,0.6419753086419746,0.1345318353150605,0.4725274725274725,0.6798418972332015,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6195652173912976,0.654320987654323,0.166578232219082,0.3021978021978022,0.6877470355731224,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6195652173912976,0.654320987654323,0.1370159125482953,0.4629120879120879,0.6956521739130435,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.6195652173912976,0.6419753086419746,0.1852219360446637,0.1936813186813186,0.7035573122529644,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6086956521739069,0.6419753086419746,0.1402447294397876,0.4148351648351648,0.7154150197628458,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6086956521739069,0.6419753086419746,0.1425238471483355,0.3873626373626374,0.7233201581027667,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.6086956521739069,0.6296296296296333,0.1099298622135608,0.5467032967032966,0.7312252964426877,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.6086956521739069,0.6296296296296333,0.1540926973507932,0.3626373626373626,0.7430830039525691,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.6086956521739069,0.6296296296296333,0.1651525716014139,0.3076923076923077,0.7549407114624506,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.6195652173912976,0.6296296296296333,0.1279035147116545,0.4876373626373626,0.7667984189723319,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6195652173912976,0.6419753086419746,0.1674700056947956,0.3392857142857143,0.7786561264822134,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6195652173912976,0.6419753086419746,0.1193034239592955,0.4519230769230769,0.7865612648221343,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6086956521739069,0.6172839506172849,0.1163697927427964,0.5425824175824175,0.7944664031620553,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.5978260869565162,0.6172839506172849,0.076930314413196,0.7596153846153846,0.8023715415019762,0.0,0.0,0.0,0.0,0.0,0.0,0
1,0.5978260869565162,0.6172839506172849,0.0873913050656452,0.5618131868131868,0.8102766798418972,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6086956521739069,0.6172839506172849,0.1138041470681386,0.4450549450549451,0.8221343873517786,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6086956521739069,0.6172839506172849,0.1246604776873168,0.5206043956043956,0.8300395256916996,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6086956521739069,0.6172839506172849,0.0812989124051882,0.5851648351648351,0.8379446640316205,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6086956521739069,0.6172839506172849,0.0928605130620532,0.6346153846153846,0.8458498023715414,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.5978260869565162,0.6049382716049436,0.1221345241317445,0.4450549450549451,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6086956521739069,0.6049382716049436,0.1288886975071682,0.4519230769230769,0.0118577075098814,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6086956521739069,0.6296296296296333,0.1170561121438182,0.456043956043956,0.0197628458498023,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.6086956521739069,0.6296296296296333,0.1399123344059801,0.4010989010989011,0.0276679841897233,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6086956521739069,0.6296296296296333,0.1156777793769723,0.4835164835164835,0.0395256916996047,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6086956521739069,0.6172839506172849,0.1229856594362948,0.4629120879120879,0.0474308300395256,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6086956521739069,0.6296296296296333,0.1557624154297269,0.3475274725274725,0.0553359683794466,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6086956521739069,0.6172839506172849,0.0994488117928241,0.7376373626373626,0.0632411067193675,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6086956521739069,0.6172839506172849,0.1490325785917094,0.3392857142857143,0.0711462450592885,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6195652173912976,0.6296296296296333,0.0886314567433158,0.7335164835164835,0.0790513833992094,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.6086956521739069,0.6296296296296333,0.0966375821095289,0.6085164835164835,0.0869565217391304,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.6086956521739069,0.6172839506172849,0.1099298622135608,0.5975274725274724,0.0988142292490118,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.5978260869565162,0.6172839506172849,0.1172836295024664,0.5082417582417581,0.1106719367588932,1.0,0.0,0.0,0.0,0.0,0.0,0
2,0.6086956521739069,0.6296296296296333,0.1159090865917302,0.4752747252747253,0.1225296442687746,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.5978260869565162,0.6172839506172849,0.1770587748963105,0.2554945054945055,0.142292490118577,1.0,0.0,0.0,0.0,0.0,0.0,0
2,0.6086956521739069,0.6172839506172849,0.1415571889236413,0.342032967032967,0.1541501976284585,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.5978260869565162,0.6172839506172849,0.1740483502372359,0.2376373626373626,0.1739130434782608,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.5869565217391255,0.6049382716049436,0.1426835053295778,0.3543956043956044,0.1857707509881422,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.5869565217391255,0.6172839506172849,0.1074191733790833,0.5412087912087912,0.1936758893280632,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.5978260869565162,0.6296296296296333,0.0980532307014692,0.5673076923076923,0.2015810276679841,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.5978260869565162,0.6296296296296333,0.1121303286940574,0.5151098901098901,0.2094861660079051,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.5978260869565162,0.6419753086419746,0.1256889847675105,0.5824175824175825,0.2213438735177865,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6086956521739069,0.654320987654323,0.1048370563640591,0.6085164835164835,0.2332015810276679,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6086956521739069,0.654320987654323,0.1063950307449984,0.6208791208791208,0.2411067193675889,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.5978260869565162,0.6419753086419746,0.1518260334804114,0.3337912087912088,0.2490118577075098,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.5978260869565162,0.6419753086419746,0.1240366692662985,0.4793956043956044,0.2608695652173913,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.5869565217391255,0.6296296296296333,0.1281016088309377,0.5151098901098901,0.2727272727272727,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.5869565217391255,0.6296296296296333,0.1179624426384015,0.5137362637362637,0.2806324110671936,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.5869565217391255,0.6296296296296333,0.1771345426916371,0.25,0.2924901185770751,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.5869565217391255,0.6296296296296333,0.1577450916803779,0.3598901098901099,0.300395256916996,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.5978260869565162,0.6296296296296333,0.1310102928957021,0.4354395604395604,0.3122529644268774,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.5978260869565162,0.6419753086419746,0.1111591488486196,0.603021978021978,0.3241106719367588,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.5978260869565162,0.6419753086419746,0.1101770925490371,0.5508241758241758,0.3320158102766798,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.5978260869565162,0.654320987654323,0.1363154788595343,0.5576923076923076,0.3399209486166007,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.6086956521739069,0.6666666666666714,0.0720338988113217,0.7912087912087912,0.3478260869565217,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6086956521739069,0.6666666666666714,0.1145116187372385,0.4876373626373626,0.3596837944664031,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.6086956521739069,0.6790123456790127,0.1147461411173648,0.4972527472527473,0.3675889328063241,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6086956521739069,0.6666666666666714,0.1111591488486196,0.4615384615384615,0.3794466403162055,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6195652173912976,0.654320987654323,0.0966375821095289,0.7074175824175823,0.3873517786561264,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6086956521739069,0.6419753086419746,0.1159090865917302,0.5178571428571428,0.3952569169960474,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.6086956521739069,0.6419753086419746,0.1581082266425872,0.3612637362637363,0.4031620553359683,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6086956521739069,0.6419753086419746,0.1820383355673287,0.2252747252747252,0.4150197628458498,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6086956521739069,0.6419753086419746,0.0870790070982249,0.6689560439560439,0.4229249011857707,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6086956521739069,0.6419753086419746,0.031761515160578,0.8598901098901099,0.4308300395256916,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6086956521739069,0.654320987654323,0.1208403308130004,0.4697802197802198,0.4387351778656126,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.6195652173912976,0.654320987654323,0.1227737417433248,0.5920329670329669,0.4466403162055335,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6195652173912976,0.6419753086419746,0.1149800162705318,0.554945054945055,0.458498023715415,1.0,0.0,0.0,0.0,0.0,0.0,0
2,0.6195652173912976,0.654320987654323,0.1463947108942447,0.4642857142857143,0.4664031620553359,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6304347826086953,0.6666666666666714,0.1040481351901705,0.5315934065934066,0.4861660079051383,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6304347826086953,0.6666666666666714,0.1142764470174335,0.5096153846153846,0.4940711462450592,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6195652173912976,0.654320987654323,0.1368414924989205,0.456043956043956,0.5019762845849802,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6195652173912976,0.6419753086419746,0.1596513248192563,0.3447802197802198,0.5098814229249011,1.0,0.0,0.0,0.0,0.0,0.0,0
2,0.6086956521739069,0.6296296296296333,0.0931560950607709,0.5054945054945055,0.5177865612648221,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.6086956521739069,0.6296296296296333,0.1815815078479397,0.2184065934065934,0.5375494071146245,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.5978260869565162,0.6172839506172849,0.1099298622135608,0.5384615384615384,0.5494071146245059,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.5978260869565162,0.6172839506172849,0.137709041248226,0.4065934065934066,0.5612648221343873,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.5978260869565162,0.6172839506172849,0.138224147853223,0.4189560439560439,0.5691699604743082,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.5978260869565162,0.6296296296296333,0.1179624426384015,0.5755494505494505,0.5770750988142292,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6086956521739069,0.6419753086419746,0.1613720638303301,0.331043956043956,0.5849802371541502,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.6195652173912976,0.6419753086419746,0.135785305038461,0.4230769230769231,0.592885375494071,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.6304347826086953,0.6666666666666714,0.1425238471483355,0.4656593406593407,0.6047430830039525,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.6304347826086953,0.6666666666666714,0.1058786266024682,0.5219780219780219,0.616600790513834,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.6304347826086953,0.6666666666666714,0.1142764470174335,0.5054945054945055,0.6284584980237153,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.6304347826086953,0.6666666666666714,0.1875452066490242,0.2197802197802198,0.6403162055335968,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6304347826086953,0.6790123456790127,0.1338051094083661,0.456043956043956,0.6521739130434783,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.6195652173912976,0.6666666666666714,0.1016408337074555,0.5989010989010989,0.6600790513833992,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6304347826086953,0.6666666666666714,0.1561401548889653,0.3475274725274725,0.6719367588932806,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6304347826086953,0.6790123456790127,0.1321415850357914,0.4326923076923076,0.6798418972332015,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.6304347826086953,0.6666666666666714,0.1387352332111605,0.4381868131868132,0.6877470355731224,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6195652173912976,0.6666666666666714,0.0355574440181968,0.8324175824175825,0.6996047430830039,0.0,0.0,0.0,0.0,0.0,0.0,0
1,0.6195652173912976,0.6419753086419746,0.1624849225393666,0.2802197802197802,0.7075098814229248,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6195652173912976,0.654320987654323,0.1454882029316756,0.3763736263736263,0.7193675889328063,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6304347826086953,0.6666666666666714,0.1227737417433248,0.5178571428571428,0.7272727272727272,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6304347826086953,0.6790123456790127,0.163463781496459,0.3543956043956044,0.7351778656126482,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6304347826086953,0.654320987654323,0.1516896739722854,0.3475274725274725,0.7430830039525691,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6195652173912976,0.654320987654323,0.095778418944494,0.7445054945054944,0.7509881422924901,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6195652173912976,0.6419753086419746,0.1348923314597692,0.4148351648351648,0.758893280632411,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6195652173912976,0.6419753086419746,0.1163697927427964,0.5563186813186812,0.7667984189723319,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6195652173912976,0.6296296296296333,0.1327005066041214,0.4271978021978022,0.7747035573122529,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.5978260869565162,0.6172839506172849,0.083259529217286,0.6085164835164835,0.7826086956521738,1.0,0.0,0.0,0.0,0.0,0.0,0
2,0.6086956521739069,0.6172839506172849,0.1487453989705906,0.3695054945054945,0.7905138339920948,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6086956521739069,0.6172839506172849,0.1258930260827573,0.4395604395604395,0.8102766798418972,1.0,0.0,0.0,0.0,0.0,0.0,0
2,0.6086956521739069,0.6172839506172849,0.0969223335040017,0.5054945054945055,0.8181818181818181,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.6086956521739069,0.6172839506172849,0.084547590461981,0.6565934065934066,0.8379446640316205,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.5869565217391255,0.6049382716049436,0.1638920718625395,0.3200549450549451,0.849802371541502,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.5869565217391255,0.5925925925925952,0.1089340077383824,0.4725274725274725,0.8616600790513833,1.0,0.0,0.0,0.0,0.0,0.0,0
2,0.5978260869565162,0.5925925925925952,0.1328858279221344,0.4986263736263737,0.8695652173913043,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.5978260869565162,0.6049382716049436,0.1005510530821796,0.5274725274725275,0.8893280632411067,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.5978260869565162,0.6049382716049436,0.1361392184046602,0.4684065934065933,0.8972332015810276,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0.5978260869565162,0.6172839506172849,0.1453357617136228,0.3296703296703297,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6086956521739069,0.6172839506172849,0.1354295254465892,0.3763736263736263,0.0079051383399209,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6086956521739069,0.6296296296296333,0.1246604776873168,0.5563186813186812,0.0158102766798418,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6195652173912976,0.6419753086419746,0.1242451682513543,0.4601648351648351,0.0237154150197628,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6195652173912976,0.6296296296296333,0.1267037160213531,0.5700549450549449,0.0316205533596837,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6304347826086953,0.6419753086419746,0.0556441631587017,0.8804945054945055,0.0395256916996047,0.0,0.0,0.0,0.0,0.0,0.0,0
1,0.6304347826086953,0.6419753086419746,0.0949118339981107,0.5673076923076923,0.0474308300395256,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6195652173912976,0.6419753086419746,0.1193034239592955,0.5604395604395604,0.0592885375494071,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6195652173912976,0.6296296296296333,0.1807141908015728,0.2184065934065934,0.067193675889328,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6195652173912976,0.6296296296296333,0.1154458333073328,0.4326923076923076,0.075098814229249,1.0,0.0,0.0,0.0,0.0,0.0,0
2,0.6195652173912976,0.6419753086419746,0.1199656990115206,0.4601648351648351,0.0830039525691699,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6195652173912976,0.654320987654323,0.1317664905078253,0.4395604395604395,0.1027667984189723,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6304347826086953,0.654320987654323,0.1766005541899623,0.2458791208791209,0.1106719367588932,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.6304347826086953,0.654320987654323,0.0997255494628057,0.5879120879120879,0.1185770750988142,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6195652173912976,0.654320987654323,0.1061371917392463,0.7170329670329669,0.1304347826086956,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6195652173912976,0.6419753086419746,0.1094333261721891,0.5782967032967032,0.1383399209486165,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.6195652173912976,0.6419753086419746,0.1759798264651106,0.2486263736263736,0.1462450592885375,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6086956521739069,0.6419753086419746,0.1606912905822267,0.3104395604395604,0.1581027667984189,1.0,0.0,0.0,0.0,0.0,0.0,0
2,0.6195652173912976,0.6419753086419746,0.1764464261582459,0.25,0.1660079051383399,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6195652173912976,0.6419753086419746,0.1037836733883659,0.5700549450549449,0.1857707509881422,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6195652173912976,0.6419753086419746,0.1363154788595343,0.4752747252747253,0.1936758893280632,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6086956521739069,0.6296296296296333,0.1350718680161925,0.4958791208791208,0.2015810276679841,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6086956521739069,0.6296296296296333,0.1583488353691689,0.3626373626373626,0.2094861660079051,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6086956521739069,0.6296296296296333,0.1548700338480761,0.3653846153846153,0.217391304347826,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6086956521739069,0.6296296296296333,0.1195247862987044,0.5769230769230769,0.225296442687747,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.6195652173912976,0.6419753086419746,0.1319542868227362,0.396978021978022,0.2332015810276679,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6086956521739069,0.6419753086419746,0.1204042087078358,0.5412087912087912,0.2450592885375493,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6195652173912976,0.6419753086419746,0.1519620514189888,0.3571428571428571,0.2529644268774703,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.6195652173912976,0.6419753086419746,0.1231970027812765,0.559065934065934,0.2608695652173913,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6195652173912976,0.6419753086419746,0.0612156531257211,0.7019230769230769,0.2727272727272727,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6195652173912976,0.6419753086419746,0.0972062713266755,0.5219780219780219,0.2806324110671936,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.6086956521739069,0.6296296296296333,0.12507354767323,0.4271978021978022,0.2885375494071146,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.6086956521739069,0.6172839506172849,0.1542230601158045,0.3228021978021978,0.300395256916996,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.5978260869565162,0.6049382716049436,0.1505863792701301,0.3379120879120879,0.3122529644268774,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.5869565217391255,0.6049382716049436,0.1086832993797632,0.5068681318681318,0.3241106719367588,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.5869565217391255,0.6049382716049436,0.1010974905592214,0.5837912087912087,0.3320158102766798,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.5869565217391255,0.6049382716049436,0.0980532307014692,0.5041208791208791,0.3438735177865612,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.5978260869565162,0.5925925925925952,0.1053593082781418,0.559065934065934,0.3517786561264822,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.5978260869565162,0.6049382716049436,0.0839054440334233,0.618131868131868,0.3596837944664031,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.5978260869565162,0.6049382716049436,0.0966375821095289,0.6854395604395604,0.3675889328063241,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6086956521739069,0.6049382716049436,0.1315781945286052,0.4271978021978022,0.375494071146245,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6086956521739069,0.6172839506172849,0.0937447114379246,0.554945054945055,0.3833992094861659,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6304347826086953,0.6296296296296333,0.1254843924320419,0.510989010989011,0.3913043478260869,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6304347826086953,0.6296296296296333,0.1577450916803779,0.3255494505494505,0.3992094861660079,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.6195652173912976,0.6172839506172849,0.1106694891979332,0.581043956043956,0.4071146245059288,1.0,0.0,0.0,0.0,0.0,0.0,0
2,0.6195652173912976,0.6049382716049436,0.0858206815231347,0.6428571428571428,0.4189723320158102,1.0,0.0,0.0,0.0,0.0,0.0,0
2,0.6304347826086953,0.6049382716049436,0.0980532307014692,0.5508241758241758,0.4387351778656126,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6304347826086953,0.6296296296296333,0.1142764470174335,0.6249999999999999,0.458498023715415,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.6413043478260789,0.6419753086419746,0.0835829593001532,0.6456043956043955,0.4664031620553359,1.0,0.0,0.0,0.0,0.0,0.0,0
2,0.6304347826086953,0.6296296296296333,0.1653591604605143,0.3021978021978022,0.4782608695652173,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.6304347826086953,0.6419753086419746,0.1315781945286052,0.4684065934065933,0.4980237154150197,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6413043478260789,0.654320987654323,0.1420423918661824,0.3997252747252747,0.5098814229249011,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.6413043478260789,0.654320987654323,0.1027183194078012,0.5164835164835164,0.5177865612648221,1.0,0.0,0.0,0.0,0.0,0.0,0
2,0.6521739130434767,0.654320987654323,0.0776133605784944,0.7623626373626373,0.5296442687747035,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6413043478260789,0.6296296296296333,0.1163697927427964,0.4725274725274725,0.5494071146245059,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6413043478260789,0.6419753086419746,0.0997255494628057,0.635989010989011,0.5573122529644269,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6521739130434767,0.6419753086419746,0.1912600903943055,0.1868131868131868,0.5652173913043478,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.6521739130434767,0.654320987654323,0.1465444498504614,0.4010989010989011,0.5731225296442687,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.6521739130434767,0.654320987654323,0.1199656990115206,0.5082417582417581,0.5849802371541502,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6521739130434767,0.654320987654323,0.1359624942772023,0.3653846153846153,0.5968379446640316,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6413043478260789,0.6419753086419746,0.1135670145733374,0.4574175824175824,0.6047430830039525,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6413043478260789,0.6296296296296333,0.1163697927427964,0.5137362637362637,0.6126482213438734,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6521739130434767,0.6419753086419746,0.1394104889045691,0.4134615384615384,0.6205533596837944,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.6521739130434767,0.6419753086419746,0.1236179737577256,0.4546703296703296,0.6284584980237153,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6630434782608603,0.6419753086419746,0.1000015004794071,0.4807692307692308,0.6403162055335968,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6521739130434767,0.6296296296296333,0.0931560950607709,0.7362637362637362,0.6482213438735177,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6413043478260789,0.6172839506172849,0.1469913828342281,0.3818681318681319,0.6561264822134387,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.6413043478260789,0.6172839506172849,0.0943299501412661,0.5357142857142856,0.6640316205533596,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6304347826086953,0.5925925925925952,0.0716762934165146,0.6675824175824175,0.6758893280632411,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6195652173912976,0.5802469135802468,0.1156777793769723,0.5467032967032966,0.683794466403162,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6195652173912976,0.5802469135802468,0.1929513894557791,0.1758241758241758,0.691699604743083,1.0,0.0,0.0,0.0,0.0,0.0,0
1,0.6195652173912976,0.5802469135802468,0.1500263457051156,0.3722527472527472,0.6996047430830039,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.6086956521739069,0.5802469135802468,0.1081797728133973,0.5206043956043956,0.7114624505928854,1.0,0.0,0.0,0.0,0.0,0.0,0
2,0.5978260869565162,0.5679012345679055,0.1111591488486196,0.5906593406593406,0.7193675889328063,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.5978260869565162,0.5555555555555571,0.1193034239592955,0.5837912087912087,0.7391304347826086,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.5978260869565162,0.5432098765432158,0.0974893983166103,0.7884615384615384,0.7470355731225296,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0.5869565217391255,0.5432098765432158,0.1296674053915901,0.4354395604395604,0.7549407114624506,1.0,0.0,0.0,0.0,0.0,0.0,0
0,0.5978260869565162,0.5555555555555571,0.1252792473211598,0.4656593406593407,0.7628458498023715,1.0,0.0,0.0,0.0,0.0,0.0,0
